0.3 -1.2398956191815604 -1.2913221086958266 -1.23737963383244 -1.232123526851033 -1.2396498540301397
0.31 -1.2512722804428145 -1.2923026479780289 -1.2491532304548223 -1.2447952200386343 -1.2512722804408134
0.32 -1.263570021197712 -1.296407238598343 -1.2617981992790328 -1.2582097505547818 -1.2633829295652121
0.33 -1.2767614460024723 -1.3031037188073782 -1.2752903502956796 -1.2723556809250263 -1.2766548238158957
0.34 -1.2908164379424438 -1.3119872159671289 -1.289603287134807 -1.2872192923347696 -1.2907559960816881
0.35 -1.3057027342752314 -1.3227418415636816 -1.3047088114317138 -1.30278469341232 -1.30561450627314
0.36 -1.3213865007371173 -1.3351159698324724 -1.3205772388301802 -1.3190340123736395 -1.321309662611099
0.37 -1.3378328819768095 -1.348905651428195 -1.337177870185656 -1.3359475584607465 -1.337786076795583
0.38 -1.355006510415778 -1.3639431195014076 -1.3544793190635103 -1.3535040748732265 -1.354966982305034
0.39 -1.372871961094424 -1.3800886037884963 -1.3724498998141073 -1.3716810424342567 -1.3728405850659597
0.4 -1.3913941451595935 -1.397224362268006 -1.3910579450345928 -1.3904548755354003 -1.3913699907730337
0.41 -1.4105386391565555 -1.4152502402020095 -1.4102721047259545 -1.4098013427852412 -1.4105208413114376
0.42 -1.4302719509594475 -1.4340803062778884 -1.4300615930048874 -1.429695757260179 -1.4302569456287342
0.43 -1.450561725917607 -1.4536402642018753 -1.4503964006152636 -1.450113283968513 -1.450550166830759
0.44 -1.4713768986418065 -1.4738654329036271 -1.471247493098026 -1.4710292576113237 -1.4713493677325895
0.45 -1.492687796912973 -1.494699150556703 -1.4925868974451328 -1.4924192632783122 -1.4926801721898002
0.46 -1.5144662046149817 -1.5160914991617591 -1.514387810582642 -1.5142595146030802 -1.514461023204395
0.47 -1.5366853905317548 -1.5379982748281538 -1.5366247013769363 -1.5365268048133796 -1.5366819532220328
0.48 -1.5593201094546272 -1.5603801486505118 -1.5592732856459721 -1.5591988294334678 -1.5593163682269644
0.49 -1.582346581445825 -1.583201977063485 -1.5823105837184661 -1.5822541020457115 -1.5823448187280333
0.5 -1.605742454397989 -1.6064322306091559 -1.6057148614370897 -1.605672144613555 -1.6057412541850402
0.51 -1.6294867542920857 -1.6300425173757258 -1.6294656662399196 -1.629433461756715 -1.629485641577448
0.52 -1.653559826838507 -1.6540071827716671 -1.6535437740931231 -1.6535195461763337 -1.6535591160895118
0.53 -1.6779432735205944 -1.678302971335863 -1.6779310890988484 -1.6779129126442853 -1.6777745817937406
0.54 -1.702619884464501 -1.7029087393316487 -1.7026106586482868 -1.7025970648333542 -1.7024886149598943
0.55 -1.727573570041275 -1.7278052091960048 -1.7275666192930117 -1.7275564649624884 -1.7274715243019918
0.56 -1.7527892926667001 -1.752974758703789 -1.7527840684679332 -1.752776520137931 -1.7527097946924552
0.57 -1.7782529998973424 -1.7784012390952815 -1.7782490832335383 -1.778243487670168 -1.7781911854276242
0.58 -1.8039515596206264 -1.804069817502552 -1.8039486370014028 -1.8039444953103811 -1.8039035045635419
0.59 -1.829872697894185 -1.829966839867287 -1.8298705272965694 -1.8298674725313355 -1.8298358174099327
0.6 -1.8560049397976819 -1.8560797112240517 -1.8560033336008488 -1.8560010973486694 -1.8559764794260563
0.61 -1.8823375535098372 -1.8823967907676638 -1.8823363694091872 -1.8823347340379535 -1.882337545040444
0.62 -1.908860497708114 -1.9089072995618988 -1.9088596276593424 -1.9088584373580015 -1.908843647887133
0.63 -1.9355643723016183 -1.935601239101737 -1.9355637199895952 -1.9355628724792318 -1.9355515816762516
0.64 -1.9624403724436013 -1.9624693192306102 -1.962439911158653 -1.9624392738232004 -1.962430630263486
0.65 -1.9894802457242968 -1.9895028941507116 -1.989479894183404 -1.9894794604922719 -1.989472999064255
0.66 -2.016676252413121 -2.0166939054592703 -2.0166760124284555 -2.01667568953847 -2.0166707801218746
0.67 -2.0440211285991285 -2.0440348313047703 -2.0440209405540157 -2.0440207129792913 -2.044016991363967
0.68 -2.071508052066538 -2.0715186408907242 -2.0715079301576673 -2.07150776717569 -2.0715049039933846
0.69 -2.099130610736914 -2.09913875366646 -2.09913052027009 -2.0991304118854517 -2.0991283263008156
0.7 -2.1268827735088016 -2.1268890026375487 -2.126882702356037 -2.1268826344949145 -2.1268810858305027
0.71 -2.1547588633286074 -2.154763601307469 -2.154758814176902 -2.154758766135574 -2.1547575860009194
0.72 -2.182753532331587 -2.182757113828209 -2.1827535035937955 -2.182753446377648 -2.182752586644909
0.73 -2.2108617388989393 -2.210864427993903 -2.210861702950105 -2.2108616927212625 -2.21086101342995
0.74 -2.2390787264848857 -2.2390807307594085 -2.2390786980122623 -2.2390786960464695 -2.2390782083726704
0.75 -2.267400004076121 -2.2674014860064786 -2.2673999810027707 -2.2673999775458187 -2.2673996278430564
0.76 -2.2958213281549726 -2.295822414315101 -2.2958213208834977 -2.2958213127056406 -2.295821060104034
0.77 -2.324338686046382 -2.3243394745276738 -2.324338682147376 -2.3243386735309697 -2.324338480564822
0.78 -2.3529482805374458 -2.352948846919214 -2.3529482675746656 -2.3529482732595666 -2.3529481305693687
0.79 -2.3816465156665414 -2.381646917809427 -2.381646513656891 -2.3816465112503167 -2.381646406356833
0.8 -2.410429983587206 -2.410430265471391 -2.4104299767883464 -2.4104299803161497 -2.410429913252035
0.81 -2.4392954524192305 -2.439295647208687 -2.439295450818164 -2.4392954464774586 -2.4392953964167554
0.82 -2.4682398550066895 -2.4682399874870486 -2.4682398545582065 -2.46823985381855 -2.46823980622564
0.83 -2.4972602785090583 -2.49726036701959 -2.4972602680435325 -2.49726026225833 -2.4972602600358207
0.84 -2.5263539547578353 -2.526354012715588 -2.5263539522504685 -2.526353949778427 -2.5263539395797796
0.85 -2.5555182513165158 -2.555518288412587 -2.555518231632728 -2.5555182268784558 -2.555518211624
0.86 -2.5847506631873607 -2.584750686320212 -2.584750660167913 -2.5847506585986637 -2.5847506334513386
0.87 -2.614048805112753 -2.6140488191114395 -2.6140487943198183 -2.6140487921813444 -2.6140487995835118
0.88 -2.6434104044237494 -2.6434104126038815 -2.6434104031171017 -2.643410403591006 -2.6434103762102548
0.89 -2.672833294392172 -2.672833298979372 -2.672833291913244 -2.672833292436982 -2.6728332789609235
0.9 -2.7023154080465135 -2.702315410495455 -2.702315404397659 -2.7023154038846084 -2.7023153922258616
